Author,Journal ,Country,Year,Study_id,Ingredient_type,Broad_feed,Feed_general,Feed_specific,Feed_general_2,Feed_specific_2,Amino_supp,Supplement_type,FM_FO,Fish_group,Fish_sp,Fish_scientific,Life_stage,FM_Replacement,FO_response,FO_replacement,FM_response,FCR,n3n6,n3_index,Tissue,Crop_change,Notes,
Shiu Y-L,Aquaculture Research,China,2015,220.2,Single,Soy,Soy,Fermented SBM,,,N,,FM,Marine fishes,Orange-spotted Grouper,Epinephelus coioides,None ,0,0,,,1.28,,,,0,,
Shiu Y-L,Aquaculture Research,China,2015,220.2,Single,Soy,Soy,Fermented SBM,,,N,,FM,Marine fishes,Orange-spotted Grouper,Epinephelus coioides,None ,20,0.6,,,1.23,,,,-0.1,,
Shiu Y-L,Aquaculture Research,China,2015,220.3,Single,Soy,Soy,Fermented SBM,,,N,,FM,Marine fishes,Orange-spotted Grouper,Epinephelus coioides,None ,0,0,,,1.28,,,,0,,
Shiu Y-L,Aquaculture Research,China,2015,220.3,Single,Soy,Soy,Fermented SBM,,,N,,FM,Marine fishes,Orange-spotted Grouper,Epinephelus coioides,None ,20,1.1,,,1.3,,,,-0.19,,
Shiu Y-L,Aquaculture Research,China,2015,220.3,Single,Soy,Soy,Fermented SBM,,,N,,FM,Marine fishes,Orange-spotted Grouper,Epinephelus coioides,None ,30,1.7,,,1.33,,,,-0.29,,
Shiu Y-L,Aquaculture Research,China,2015,220.3,Single,Soy,Soy,Fermented SBM,,,N,,FM,Marine fishes,Orange-spotted Grouper,Epinephelus coioides,None ,40,2.2,,,1.61,,,,-0.39,,
Silva-Carrillo Y,Aquaculture,Mexico,2012,221,Single,Soy,Soy,SBM,,,Y,Methionine,FM,Marine fishes,Rose Snapper,Lutjanus guttatus,Juvenile,0,0,,,1.28,,,,0,,
Silva-Carrillo Y,Aquaculture,Mexico,2012,221,Single,Soy,Soy,SBM,,,Y,Methionine,FM,Marine fishes,Rose Snapper,Lutjanus guttatus,Juvenile,20,0.5,,,1.22,,,,0,,
Silva-Carrillo Y,Aquaculture,Mexico,2012,221,Single,Soy,Soy,SBM,,,Y,Methionine,FM,Marine fishes,Rose Snapper,Lutjanus guttatus,Juvenile,40,1,,,1.24,,,,0,,
Silva-Carrillo Y,Aquaculture,Mexico,2012,221,Single,Soy,Soy,SBM,,,Y,Methionine,FM,Marine fishes,Rose Snapper,Lutjanus guttatus,Juvenile,60,1.5,,,1.31,,,,0,,
Snyder GS,Aquaculture,USA ,2012,222,Single,Soy,Soy,SPC,,,Y,Lysine + Mthionine + Threonine + Glycine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,0,0,,,0.98,,,,0,,
Snyder GS,Aquaculture,USA ,2012,222,Single,Soy,Soy,SPC,,,Y,Lysine + Mthionine + Threonine + Glycine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,100,6.3,,,1.09,,,,-5.5,,
Snyder GS,Aquaculture,USA ,2012,222.1,Single,Soy,Soy,SPC,,,Y,Lysine + Mthionine + Threonine + Glycine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,0,0,,,0.98,,,,0,,
Snyder GS,Aquaculture,USA ,2012,222.1,Single,Soy,Soy,SPC,,,Y,Lysine + Mthionine + Threonine + Glycine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,100,6.3,,,1.04,,,,-7.5,,
Snyder GS,Aquaculture,USA ,2012,222.2,Single,Soy,Soy,SPC,,,Y,Lysine + Mthionine + Threonine + Glycine + Carnosine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,0,0,,,0.98,,,,0,,
Snyder GS,Aquaculture,USA ,2012,222.2,Single,Soy,Soy,SPC,,,Y,Lysine + Mthionine + Threonine + Glycine + Carnosine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,Juvenile,100,6.3,,,0.97,,,,-7.7,,
Song Z,Aquaculture,China,2014,223,Single,Soy,Soy,SPH,,,N,,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,0,0,,,0.84,,,,0,,
Song Z,Aquaculture,China,2014,223,Single,Soy,Soy,SPH,,,N,,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,15,0.6,,,0.74,,,,0,,
Song Z,Aquaculture,China,2014,223,Single,Soy,Soy,SPH,,,N,,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,30,1.4,,,0.72,,,,0,,
Song Z,Aquaculture,China,2014,223,Single,Soy,Soy,SPH,,,N,,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,50,2.2,,,0.78,,,,0,,
Song Z,Aquaculture,China,2014,223,Single,Soy,Soy,SPH,,,N,,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,70,3.2,,,0.85,,,,0,,
Song Z,Aquaculture,China,2014,223,Single,Soy,Soy,SPH,,,N,,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,85,4.5,,,0.92,,,,0,,
Song Z,Aquaculture,China,2014,223,Single,Soy,Soy,SPH,,,N,,FM,Marine fishes,Starry Flounder,Platichthys stellatus,Juvenile,100,5.7,,,0.97,,,,0,,
Suarez JA,Aquaculture,USA,2013,224,Single,Soy,Soy,SBM + SPC,,,Y ,Lysine + Mthionine + Taurine + Glycine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,0,,,2.4,,,,0,,
Suarez JA,Aquaculture,USA,2013,224,Single,Soy,Soy,SBM + SPC,,,Y ,Lysine + Mthionine + Taurine + Glycine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,68,2.3,,,2.5,,,,0,,
Suarez JA,Aquaculture,USA,2013,224.1,Single,Soy,Soy,SBM + SPC,,,Y ,Lysine + Mthionine + Taurine + Glycine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,0,,,2.4,,,,0,,
Suarez JA,Aquaculture,USA,2013,224.1,Single,Soy,Soy,SBM + SPC,,,Y ,Lysine + Mthionine + Taurine + Glycine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,68,2.4,,,2.3,,,,0,,
Suarez JA,Aquaculture,USA,2013,224.1,Single,Soy,Soy,SBM + SPC,,,Y ,Lysine + Mthionine + Taurine + Glycine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,77,2.7,,,2.5,,,,0,,
Takagi S,Aquaculture,Japan,2008,225,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Yellowtail,Seriola quinqueradiata,Juvenile,0,0,,,2.32,,,,,,
Takagi S,Aquaculture,Japan,2008,225,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine,FM,Marine fishes,Yellowtail,Seriola quinqueradiata,Juvenile,100,4,,,3.08,,,,,,
Takagi S,Aquaculture,Japan,2008,225.1,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellowtail,Seriola quinqueradiata,Juvenile,0,0,,,2.32,,,,,,
Takagi S,Aquaculture,Japan,2008,225.1,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellowtail,Seriola quinqueradiata,Juvenile,100,4,,,2.56,,,,,,
Tomas-Vidal A,Applied Icthyology,Spain,2009,226,Single,Soy,Soy,SBM,,,N,,FM,Marine fishes,Tench,Tinca tinca,Juvenile,0,0,,,2.15,,,,0,,
Tomas-Vidal A,Applied Icthyology,Spain,2009,226,Single,Soy,Soy,SBM,,,N,,FM,Marine fishes,Tench,Tinca tinca,Juvenile,25,0.7,,,2.39,,,,-4.7,,
Tomas-Vidal A,Applied Icthyology,Spain,2009,226,Single,Soy,Soy,SBM,,,N,,FM,Marine fishes,Tench,Tinca tinca,Juvenile,50,1.4,,,3.07,,,,-9.9,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.1,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.2,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.3,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.4,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.5,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.6,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.7,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,0,,,1.58,,,,0,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,3.02,,,,-14.16,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.1,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,3.56,,,,-14.26,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.2,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,2.55,,,,-11.9,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.3,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,2.52,,,,-10.78,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.4,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,3.47,,,,-11.02,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.5,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,3.38,,,,-13.85,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.6,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,2.59,,,,-11.71,,
Trosvik KA,Journal of the World Aquaculture Society ,USA,2012,227.7,Mixture,Soy,Soy,SBM,Yeast,Yeast Extract,Y,Lysine + Methionine,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,0.05,,,2.06,,,,-11.25,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,0,0,,,1.17,,,,0,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.1,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,0,0,,,1.17,,,,0,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.2,Single,Soy,Soy,PepSoyGen,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,0,0,,,1.17,,,,0,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,50,0,,,1.21,,,,9.9,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.1,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,50,0,,,1.22,,,,-0.4,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.2,Single,Soy,Soy,PepSoyGen,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,50,0,,,1.3,,,,-6.8,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.1,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,100,0,,,1.48,,,,-0.2,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.2,Single,Soy,Soy,PepSoyGen,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Yellow Jack,Seriola lalandi,Juvenile,100,0,,,1.6,,,,-5.1,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.3,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,0,0,,,1,,,,0,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.4,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,0,0,,,1,,,,0,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.3,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,50,0,,,1,,,,3.5,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.4,Single,Soy,Soy,PepSoyGen,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,50,0,,,1,,,,4.5,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.3,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,75,0,,,1.03,,,,1.6,,
Trushenski JT,North American Journal of Aquaculture ,USA,2014,228.4,Single,Soy,Soy,PepSoyGen,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,White Seabass,Atractoscion nobilis,Juvenile,75,0,,,1.07,,,,3.3,,
Ergun S,The Israeli Journal of Aquaculture,Turkey ,2015,229,Single,Soy,Soy,SBM,,,Y,Lysine,FM,Marine fishes,Black Sea Turbot,Scophthalmus maeoticus,Juvenile,0,0,,,0.86,,,,,,
Ergun S,The Israeli Journal of Aquaculture,Turkey ,2015,229,Single,Soy,Soy,SBM,,,Y,Lysine,FM,Marine fishes,Black Sea Turbot,Scophthalmus maeoticus,Juvenile,20,0.8,,,0.91,,,,,,
Ergun S,The Israeli Journal of Aquaculture,Turkey ,2015,229,Single,Soy,Soy,SBM,,,Y,Lysine,FM,Marine fishes,Black Sea Turbot,Scophthalmus maeoticus,Juvenile,32,1.4,,,0.96,,,,,,
Trushenski JT,Journal of the World Aquaculture Society ,USA,2011,230,Single,Soy,Soy,SPC + SPI,,,Y,Methionine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,0,,,1.39,,,,0,,
Trushenski JT,Journal of the World Aquaculture Society ,USA,2011,230,Single,Soy,Soy,SPC + SPI,,,Y,Methionine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,50,3.24,,,1.41,,,,0.6,,
Trushenski JT,Journal of the World Aquaculture Society ,USA,2011,230.1,Single,Soy,Soy,SPC + SPI,,,Y,Methionine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,0,,,1.39,,,,0,,
Trushenski JT,Journal of the World Aquaculture Society ,USA,2011,230.1,Single,Soy,Soy,SPC + SPI,,,Y,Methionine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,50,3.24,,,1.38,,,,-0.4,,
Trushenski JT,Journal of the World Aquaculture Society ,USA,2011,230,Single,Soy,Soy,SPC + SPI,,,Y,Methionine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,100,4.59,,,3.3,,,,-2.02,,
Trushenski JT,Journal of the World Aquaculture Society ,USA,2011,230.1,Single,Soy,Soy,SPC + SPI,,,Y,Methionine,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,100,4.59,,,2.64,,,,-2.02,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,0,0,,,1.4,,,,0,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,28,1.3,,,1.26,,,,-5.8,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,60,2.7,,,1.13,,,,-11.6,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,80,3.5,,,1.17,,,,-15.1,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,100,4.4,,,1.44,,,,-5.6,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231.1,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,0,,,,1.42,,,,0,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231.1,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,25,,,,1.33,,,,1.5,,
Walker AB,North American Journal of Aquaculture ,USA,2010,231.1,Single,Soy,Soy,SPC,,,Y,Lysine + Methionine + Taurine,FM,Marine fishes,Atlantic cod ,Gadus morhua,Juvenile,50,,,,1.15,,,,0,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,0,0,,,1.54,,,,0,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,10,0.1,,,1.55,,,,0,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,20,0.2,,,1.62,,,,0,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,30,0.3,,,1.67,,,,0,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,40,0.4,,,1.66,,,,0,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,50,0.5,,,1.65,,,,0,,
Wang Y,Aquaculture Research,China,2016,232,Single,Soy,Soy,SBM,,,N,,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,60,0.6,,,1.76,,,,0,,
Wang Y,Aquaculture Research,China,2016,232.1,Single,Soy,Soy,SBM,,,Y,Methionine,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,0,0,,,1.54,,,,0,,
Wang Y,Aquaculture Research,China,2016,232.1,Single,Soy,Soy,SBM,,,Y,Methionine,FM,Catfish,Naked catfish,Pseudobagrus ussuriensis,Juvenile,60,0.6,,,1.65,,,,0,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,0,,,1.2,,,,0,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,50,2.5,,,1.23,,,,-12.3,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,60,4.4,,,1.33,,,,-14.9,,
Watson AM,Aquaculture,USA,2014,233,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,70,5.3,,,1.31,,,,-19.9,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,0,0,,,1.2,,,,0,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,40,4.3,,,1.37,,,,-13,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,50,1.7,,,1.48,,,,-15.6,,
Watson AM,Aquaculture,USA,2014,233.1,Single,Soy,Soy,SBM,,,Y,Lysine + Methionine + Taurine ,FM,Marine fishes,Cobia,Rachycentron canadum,Juvenile,60,1.9,,,1.53,,,,-19,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,0,0,,,1.43,,,,0,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,20,0.5,,,1.53,,,,0,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,40,1.1,,,1.58,,,,-0.2,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,60,1.5,,,1.66,,,,-0.6,,
Wu Y,Aquaculture Nutrition,China,2015,234,Single,Soy,Soy,SPC,,,N,,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,80,2.2,,,1.72,,,,-1.6,,
Wu Y,Aquaculture Nutrition,China,2015,234.1,Single,Soy,Soy,SPC,,,Y,Taurine,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,0,0,,,1.68,,,,0,,
Wu Y,Aquaculture Nutrition,China,2015,234.1,Single,Soy,Soy,SPC,,,Y,Taurine,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,40,1.1,,,1.54,,,,-0.2,,
Wu Y,Aquaculture Nutrition,China,2015,234.1,Single,Soy,Soy,SPC,,,Y,Taurine,FM,Marine fishes,Golden Pompano,Trachinotus ovatus,Fingerlings,80,2.2,,,1.51,,,,-1.6,,
Xie S,Aquaculture,China,2016,235,Single,Soy,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,0,0,,,1.22,,,,0,,
Xie S,Aquaculture,China,2016,235,Single,Soy,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,20,0.25,,,1.22,,,,-1.63,,
Xie S,Aquaculture,China,2016,235,Single,Soy,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,40,0.45,,,1.11,,,,-2.22,,
Xie S,Aquaculture,China,2016,235,Single,Soy,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,60,0.75,,,1.09,,,,-4.82,,
Xie S,Aquaculture,China,2016,235,Single,Soy,Soy,SBM + SPC,,,Y,Lysine + Methionine + Valine + Taurine + Threonine + Glycine + Alanine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,80,0.9,,,1,,,,-6.33,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,0,0,,,1.69,,,,0,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,25,0.7,,,1.64,,,,0,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,50,1.5,,,1.69,,,,0,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,62.5,1.9,,,1.76,,,,0,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,75,2.3,,,2.13,,,,0,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,87.5,2.7,,,2.41,,,,0,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,100,3.1,,,2.73,,,,0,,
Xu QY,Asian-Australian Journal of Animal Science,China,2012,300.1,Single,Soy,Soy,SPI,,,Y,Lysine + Methionine + Threonine,FM,Marine fishes,Amur Sturgeon,Acipenser schrenckii,Juvenile,0,0,,,1.69,,,,0,,
